,player_id,name,steamid,profileurl,loccountrycode,is_contributor,estimate_mmr,solo_competetive_rank,leaderboard_rank,steam_id
2342,886303159,Blank,,https://steamcommunity.com/profiles/76561198846568887/,RU,False,2819.0,,,76561198846568887
2343,887657854,Samsam,,https://steamcommunity.com/profiles/76561198847923582/,CA,False,6176.0,,281,76561198847923582
2344,888674697,Sekme,,https://steamcommunity.com/profiles/76561198848940425/,,False,3417.0,,,76561198848940425
2345,889210415,Mr.K,,https://steamcommunity.com/profiles/76561198849476143/,,False,5065.0,,855,76561198849476143
2346,890360777,Edition,,https://steamcommunity.com/profiles/76561198850626505/,,False,3610.0,,,76561198850626505
2347,890454106,hunghung,,https://steamcommunity.com/profiles/76561198850719834/,VN,False,6207.0,,386,76561198850719834
2348,890863990,EzAqeghj,,https://steamcommunity.com/id/sddddddddddddddddddddddd/,PE,False,4617.0,,,76561198851129718
2349,891000062,idontlikeanyone-,,https://steamcommunity.com/profiles/76561198851265790/,,False,5688.0,,2527,76561198851265790
2350,893135754,zipzap,,https://steamcommunity.com/profiles/76561198853401482/,MK,False,7241.0,,,76561198853401482
2351,895505736,Wuzi,,https://steamcommunity.com/profiles/76561198855771464/,,False,6568.0,,,76561198855771464
2352,897067772,lost boi,,https://steamcommunity.com/profiles/76561198857333500/,,False,4508.0,,4631,76561198857333500
2353,897269487,Phil ivry,,https://steamcommunity.com/profiles/76561198857535215/,,False,5189.0,,1867,76561198857535215
2354,898455820,Malr1ne,,https://steamcommunity.com/profiles/76561198858721548/,RU,False,6242.0,,346,76561198858721548
2355,898754153,萧瑟,,https://steamcommunity.com/profiles/76561198859019881/,,False,7371.0,,18,76561198859019881
2356,899270085,DkR.Standin.BadBoy,,https://steamcommunity.com/profiles/76561198859535813/,CU,False,4385.0,,,76561198859535813
2357,899298172,AD2,,https://steamcommunity.com/profiles/76561198859563900/,BR,False,4525.0,,2916,76561198859563900
2358,900469216,Wolf,,https://steamcommunity.com/profiles/76561198860734944/,,False,6346.0,,,76561198860734944
2359,901985587,padal'shik,,https://steamcommunity.com/id/padalshikSmurf/,RU,False,4173.0,,,76561198862251315
2360,902938452,selfhate,,https://steamcommunity.com/profiles/76561198863204180/,,False,4817.0,,4818,76561198863204180
2361,904131336,Munkushi~,,https://steamcommunity.com/id/222222122222221222222/,RU,False,6280.0,,216,76561198864397064
2362,904241825,hms,,https://steamcommunity.com/profiles/76561198864507553/,,False,5636.0,,594,76561198864507553
2363,906222809,Calc.,,https://steamcommunity.com/profiles/76561198866488537/,,False,5656.0,,767,76561198866488537
2364,906563731,新手上路,,https://steamcommunity.com/profiles/76561198866829459/,,False,6424.0,,194,76561198866829459
2365,906941247,Gibkiy,,https://steamcommunity.com/profiles/76561198867206975/,US,False,7583.0,,499,76561198867206975
2366,908002772,tilttt,,https://steamcommunity.com/id/PtiltttG/,JP,False,4547.0,,4796,76561198868268500
2367,908221052,ASUNA	,,https://steamcommunity.com/profiles/76561198868486780/,,False,4618.0,,,76561198868486780
2368,908327644,CeJay,,https://steamcommunity.com/profiles/76561198868593372/,,False,5155.0,,378,76561198868593372
2369,908792627,Mel m,,https://steamcommunity.com/profiles/76561198869058355/,TH,False,6199.0,,363,76561198869058355
2370,908915752,destiny,,https://steamcommunity.com/profiles/76561198869181480/,,False,6029.0,,345,76561198869181480
2371,909770125,kingdom,,https://steamcommunity.com/profiles/76561198870035853/,,False,6190.0,,111,76561198870035853
2372,910028605,Moonlight,,https://steamcommunity.com/profiles/76561198870294333/,,False,4946.0,,612,76561198870294333
2373,911671153,DarkMago♥,,https://steamcommunity.com/profiles/76561198871936881/,,False,4691.0,,859,76561198871936881
2374,913028184,балаклава)),,https://steamcommunity.com/profiles/76561198873293912/,RU,False,3803.0,,,76561198873293912
2375,913523724,DanerOk,,https://steamcommunity.com/id/ggwpggwpggwpwww/,JP,False,2246.0,,,76561198873789452
2376,914322366,Tvv1ce,,https://steamcommunity.com/profiles/76561198874588094/,SE,False,2301.0,,,76561198874588094
2377,916069426,Badman,,https://steamcommunity.com/profiles/76561198876335154/,,False,4711.0,,,76561198876335154
2378,916319073,jupiter,,https://steamcommunity.com/id/iskesifi/,PE,False,5709.0,,194,76561198876584801
2379,919735867,Daze,,https://steamcommunity.com/profiles/76561198880001595/,,False,4924.0,,914,76561198880001595
2380,920839778,PAMELA,,https://steamcommunity.com/profiles/76561198881105506/,,False,3599.0,,,76561198881105506
2381,921276961,Len,,https://steamcommunity.com/profiles/76561198881542689/,HK,False,6357.0,,164,76561198881542689
2382,924306172,GL1n,,https://steamcommunity.com/id/ComaDota/,BY,False,5646.0,,1235,76561198884571900
2383,924944185,ShakaLord,,https://steamcommunity.com/profiles/76561198885209913/,BR,False,4978.0,,549,76561198885209913
2384,925192681,Jabz,,https://steamcommunity.com/profiles/76561198885458409/,,False,6000.0,,1746,76561198885458409
2385,925571030,aqua,,https://steamcommunity.com/profiles/76561198885836758/,,False,5544.0,,345,76561198885836758
2386,925924365,IMP.ButterflyEffect,,https://steamcommunity.com/profiles/76561198886190093/,,False,2307.0,,,76561198886190093
2387,926302965,MyNezuko,,https://steamcommunity.com/profiles/76561198886568693/,,False,3948.0,,,76561198886568693
2388,926349758,Venomous,,https://steamcommunity.com/profiles/76561198886615486/,ZA,False,3090.0,,,76561198886615486
2389,927241725,Leaf,,https://steamcommunity.com/id/222333444555666777888999/,US,False,6282.0,,580,76561198887507453
2390,927375147,life or death,,https://steamcommunity.com/profiles/76561198887640875/,,False,5017.0,,,76561198887640875
2391,928794456,Neotrox,,https://steamcommunity.com/profiles/76561198889060184/,BR,False,4807.0,,750,76561198889060184
2392,929566860,gyo,,https://steamcommunity.com/id/adonisdota/,,False,5552.0,,30,76561198889832588
2393,931405764,Nesfeer,,https://steamcommunity.com/profiles/76561198891671492/,,False,5073.0,,1966,76561198891671492
2394,937928649,SuperPogo,,https://steamcommunity.com/profiles/76561198898194377/,,False,3966.0,,,76561198898194377
2395,954040285,萧容鱼,,https://steamcommunity.com/profiles/76561198914306013/,,False,6827.0,,195,76561198914306013
2396,958839516,Kokidoto ,,https://steamcommunity.com/profiles/76561198919105244/,PE,False,4386.0,,1375,76561198919105244
2397,969982039,ValeriaZ3,,https://steamcommunity.com/profiles/76561198930247767/,RU,False,5648.0,,279,76561198930247767
2398,970054531,Criss,,https://steamcommunity.com/profiles/76561198930320259/,,False,4272.0,,,76561198930320259
2399,970149193,LuckYdakillzZ,,https://steamcommunity.com/id/Luckydak/,,False,4568.0,,4995,76561198930414921
2400,970474023,6666,,https://steamcommunity.com/profiles/76561198930739751/,PE,False,3950.0,,315,76561198930739751
2401,972138499,Eterr,,https://steamcommunity.com/id/EsmeraldaNazu/,RU,False,4388.0,,4915,76561198932404227
2402,973029265,Kyrix<3,,https://steamcommunity.com/id/AzargaIndaHouse/,MN,False,4213.0,,4900,76561198933294993
2403,977838995,Paco,,https://steamcommunity.com/profiles/76561198938104723/,BO,False,3764.0,,3717,76561198938104723
2404,983333916,VilliaN v.2,,https://steamcommunity.com/id/VilliaNv2/,,False,4182.0,,,76561198943599644
2405,987426641,oknitsanu,,https://steamcommunity.com/profiles/76561198947692369/,RU,False,2697.0,,,76561198947692369
2406,989794662,m1tr1ch,,https://steamcommunity.com/id/m1tr1ch/,KZ,False,4065.0,,,76561198950060390
2407,992593285,123,,https://steamcommunity.com/profiles/76561198952859013/,,False,4844.0,,,76561198952859013
2408,994505387,smurfito,,https://steamcommunity.com/id/1nragegg/,RU,False,4676.0,,4956,76561198954771115
2409,995062523,^,,https://steamcommunity.com/profiles/76561198955328251/,AU,False,6258.0,,,76561198955328251
2410,995403262,Ueio,,https://steamcommunity.com/id/ueio/,,False,4912.0,,619,76561198955668990
2411,999066307,asd,,https://steamcommunity.com/profiles/76561198959332035/,,False,5837.0,,452,76561198959332035
2412,999558823,梨,,https://steamcommunity.com/profiles/76561198959824551/,,False,5828.0,,590,76561198959824551
2413,1001612772,Awanki,,https://steamcommunity.com/id/awanki/,AQ,False,2827.0,,,76561198961878500
2414,1004335283,Molodoydota2,,https://steamcommunity.com/id/matrosk111n/,RU,False,3445.0,,4917,76561198964601011
2415,1006121345,エスデス,,https://steamcommunity.com/profiles/76561198966387073/,KG,False,4937.0,,601,76561198966387073
2416,1008593007,JustTapik,,https://steamcommunity.com/id/justtapik/,,False,2882.0,,,76561198968858735
2417,1008878403,lebyak,,https://steamcommunity.com/profiles/76561198969144131/,UA,False,4833.0,,1520,76561198969144131
2418,1009611543,歪YF歪YF。康M,,https://steamcommunity.com/profiles/76561198969877271/,,False,5201.0,,344,76561198969877271
2419,1009645737,Executioner,,https://steamcommunity.com/profiles/76561198969911465/,,False,5181.0,,594,76561198969911465
2420,1011457057,Devil,,https://steamcommunity.com/id/1011457057/,MM,False,5381.0,,477,76561198971722785
2421,1027442762,Just,,https://steamcommunity.com/profiles/76561198987708490/,,False,6639.0,,82,76561198987708490
2422,1028388629,Delined,,https://steamcommunity.com/profiles/76561198988654357/,,False,3546.0,,,76561198988654357
2423,1031547092,elmisho ,,https://steamcommunity.com/profiles/76561198991812820/,PE,False,6164.0,,87,76561198991812820
2424,1032844325,hair,,https://steamcommunity.com/profiles/76561198993110053/,,False,4706.0,,,76561198993110053
2425,1035128290,red2,,https://steamcommunity.com/profiles/76561198995394018/,US,False,5341.0,,320,76561198995394018
2426,1037020907,tv/meepwetdota,,https://steamcommunity.com/id/heheks123/,,False,4768.0,,1806,76561198997286635
2427,1038570698,Kn1Fe,,https://steamcommunity.com/profiles/76561198998836426/,MN,False,3223.0,,4327,76561198998836426
2428,1040821840,ikigai,,https://steamcommunity.com/id/amendet_kudasai/,,False,3231.0,,,76561199001087568
2429,1042253429,HusH,,https://steamcommunity.com/id/podz3mka/,,False,5604.0,,1270,76561199002519157
2430,1044185408,mode:ADOSH,,https://steamcommunity.com/profiles/76561199004451136/,,False,4781.0,,,76561199004451136
2431,1048108287,Gowty,,https://steamcommunity.com/profiles/76561199008374015/,,False,5983.0,,,76561199008374015
2432,1049542281,Bell,,https://steamcommunity.com/id/nyddd/,MN,False,6093.0,,346,76561199009808009
2433,1054066720,Druck,,https://steamcommunity.com/profiles/76561199014332448/,RU,False,4015.0,,,76561199014332448
2434,1057424815,DkR.Prusi4,,https://steamcommunity.com/profiles/76561199017690543/,,False,4184.0,,2340,76561199017690543
2435,1060877289,DkR.Mckpoo,,https://steamcommunity.com/profiles/76561199021143017/,,False,4656.0,,,76561199021143017
2436,1063854302,ZLARSSON,,https://steamcommunity.com/profiles/76561199024120030/,,False,3534.0,,,76561199024120030
2437,1064469690,debil,,https://steamcommunity.com/id/debiling228/,,False,6369.0,,,76561199024735418
2438,1065030141,jodsabtorneo,,https://steamcommunity.com/profiles/76561199025295869/,PE,False,4039.0,,,76561199025295869
2439,1131665504,Ñengoflow KELOKE,,https://steamcommunity.com/profiles/76561199091931232/,,False,5085.0,,,76561199091931232
2440,1138108910,Crow,,https://steamcommunity.com/profiles/76561199098374638/,,False,6456.0,,,76561199098374638
2441,1138242584,G.O.A.T.,,https://steamcommunity.com/profiles/76561199098508312/,,False,6541.0,,,76561199098508312
2442,1138370259,Canus Vulpus,,https://steamcommunity.com/profiles/76561199098635987/,,False,6454.0,,,76561199098635987
2443,1138610285,Pale Horse,,https://steamcommunity.com/profiles/76561199098876013/,,False,6284.0,,,76561199098876013
2444,1138635322,Gremlo,,https://steamcommunity.com/profiles/76561199098901050/,,False,6456.0,,,76561199098901050
2445,1171243748,𝒑𝒂𝒓𝒌𝒆𝒓,,https://steamcommunity.com/profiles/76561199131509476/,PE,False,5926.0,,299,76561199131509476
2446,39795399,Suan,,https://steamcommunity.com/id/Suan/,JP,False,5034.0,5373,3445,76561198000061127
2447,40144634,snorpie,,https://steamcommunity.com/profiles/76561198000410362/,SE,False,6159.0,6991,810,76561198000410362
2448,56351509,DM,,https://steamcommunity.com/id/youaredead2me/,SG,False,6729.0,8014,66,76561198016617237
2449,56623474,moustache,,https://steamcommunity.com/profiles/76561198016889202/,,False,3227.0,,,76561198016889202
2450,56939869,Gorgc,,https://steamcommunity.com/profiles/76561198017205597/,,False,7171.0,8920,429,76561198017205597
2451,57274050,Zimzo,,https://steamcommunity.com/id/zimzo0/,MX,False,3606.0,5009,,76561198017539778
2452,57516313,eL lisash,,https://steamcommunity.com/id/GiovanniGiorgioNeapol123/,AF,False,6270.0,7237,1099,76561198017782041
2453,57569220,Babaganoush,,https://steamcommunity.com/id/Babaganoush-Kev/,US,False,4941.0,6099,2291,76561198017834948
2454,57578110,BLACKARXANGEL,,https://steamcommunity.com/id/BLACKARXANGEL/,KZ,False,6316.0,6353,225,76561198017843838
2455,76600360,yyy,,https://steamcommunity.com/profiles/76561198036866088/,,False,6110.0,6974,627,76561198036866088
2456,76904792,poloson,,https://steamcommunity.com/profiles/76561198037170520/,,False,6739.0,7309,59,76561198037170520
2457,76906065,blessed,,https://steamcommunity.com/profiles/76561198037171793/,,False,3435.0,3078,,76561198037171793
2458,76996998,haters gonna hate,,https://steamcommunity.com/profiles/76561198037262726/,UA,False,3653.0,3504,,76561198037262726
2459,85937380,4dr ♥ Deia,,https://steamcommunity.com/id/2345634563452453/,,False,6658.0,7108,168,76561198046203108
2460,85956459,Mariachi...<3,,https://steamcommunity.com/id/Mariachidota/,RU,False,5720.0,6031,718,76561198046222187
2461,87113040,crush3x,,https://steamcommunity.com/id/Reuzizer/,ID,False,5907.0,6106,510,76561198047378768
2462,87177591,Fear,,https://steamcommunity.com/profiles/76561198047443319/,,False,6659.0,7968,815,76561198047443319
2463,87196890,1437,,https://steamcommunity.com/profiles/76561198047462618/,,False,5896.0,7087,144,76561198047462618
2464,87197791,rmN-,,https://steamcommunity.com/profiles/76561198047463519/,,False,7926.0,8349,115,76561198047463519
2465,90324740,Lasthero-,,https://steamcommunity.com/id/la5ther0/,BY,False,6579.0,7357,153,76561198050590468
2466,90365989,rari,,https://steamcommunity.com/profiles/76561198050631717/,,False,6544.0,7216,165,76561198050631717
2467,90373262,Hajadlo,,https://steamcommunity.com/id/hajadlo/,CZ,False,6267.0,6927,707,76561198050638990
2468,90423751,Bignum,,https://steamcommunity.com/id/Bignum/,,False,7104.0,8581,163,76561198050689479
2469,90736413,M A T O I,,https://steamcommunity.com/id/Matooi/,AR,False,3769.0,,,76561198051002141
2470,90783201,P4nda,,https://steamcommunity.com/profiles/76561198051048929/,AR,False,5362.0,5765,612,76561198051048929
2471,94155156,Fly,,https://steamcommunity.com/profiles/76561198054420884/,,False,8134.0,,43,76561198054420884
2472,94188713,Гиви,,https://steamcommunity.com/id/trollfaceo0/,,False,3991.0,4396,,76561198054454441
2473,94281932,Karl,,https://steamcommunity.com/profiles/76561198054547660/,PH,False,6920.0,8263,134,76561198054547660
2474,94296097,xNova,,https://steamcommunity.com/id/xNovaJw/,AQ,False,6590.0,7823,37,76561198054561825
2475,94338967,DkPhobos,,https://steamcommunity.com/id/Dk_Phobos/,UA,False,6787.0,6075,,76561198054604695
2476,99803639,Raykill,,https://steamcommunity.com/profiles/76561198060069367/,VE,False,6074.0,7958,179,76561198060069367
2477,99819580,throwit,,https://steamcommunity.com/id/Georgeee1/,GE,False,4901.0,6701,,76561198060085308
2478,99881834,The Azathot,,https://steamcommunity.com/profiles/76561198060147562/,,False,6110.0,6323,622,76561198060147562
2479,99947395,k1ra-,,https://steamcommunity.com/id/k1radota/,CH,False,4652.0,,260,76561198060213123
2480,99983413,Deth,,https://steamcommunity.com/profiles/76561198060249141/,SG,False,6754.0,8025,228,76561198060249141
2481,102020930,JoHnNy,,https://steamcommunity.com/profiles/76561198062286658/,,False,5624.0,7126,403,76561198062286658
2482,102024536,楚源Cy,,https://steamcommunity.com/profiles/76561198062290264/,CN,False,5291.0,,1038,76561198062290264
2483,104744395,Kapr,,https://steamcommunity.com/id/arkapr/,CZ,False,3818.0,3542,,76561198065010123
2484,104749803,Miroslaw,,https://steamcommunity.com/id/123121111121/,PL,False,6689.0,6500,249,76561198065015531
2485,104758571,Fearless,,https://steamcommunity.com/id/Fearlessisdead/,CA,False,6209.0,6275,18,76561198065024299
2486,104888934,Biblee,,https://steamcommunity.com/id/Azamilinka_/,ID,False,6678.0,6373,1096,76561198065154662
2487,104890595,[A]Yosiky ,,https://steamcommunity.com/profiles/76561198065156323/,UM,False,5150.0,,,76561198065156323
2488,104968334,Kuzen,,https://steamcommunity.com/id/LinkzxD/,,False,5206.0,,,76561198065234062
2489,108376607,Cty,,https://steamcommunity.com/id/ctyholyshit/,,False,6131.0,8076,145,76561198068642335
2490,108382060,Sylar,,https://steamcommunity.com/profiles/76561198068647788/,CN,False,7751.0,7082,139,76561198068647788
2491,108383863,Flyn`,,https://steamcommunity.com/id/Flynsta/,ID,False,5184.0,6111,3477,76561198068649591
2492,108452107,YS,,https://steamcommunity.com/id/YawaaaaaaaaaaaaaaaR/,,False,8008.0,8849,55,76561198068717835
2493,108538194,Leeroy,,https://steamcommunity.com/id/Santuel/,UM,False,3128.0,,,76561198068803922
2494,108561277,Aghanim,,https://steamcommunity.com/id/sin5aghanim/,ZA,False,5009.0,5331,804,76561198068827005
2495,108582486,Cr0mo,,https://steamcommunity.com/profiles/76561198068848214/,AR,False,5131.0,5028,698,76561198068848214
2496,113068093,1949,,https://steamcommunity.com/profiles/76561198073333821/,,False,5147.0,5677,1357,76561198073333821
2497,113112046,nattynarwhal_,,https://steamcommunity.com/profiles/76561198073377774/,,False,6156.0,6315,214,76561198073377774
2498,118207269,sworD A♥A,,https://steamcommunity.com/id/6678366783/,PE,False,6317.0,6926,144,76561198078472997
2499,118233883,AlaCrity-,,https://steamcommunity.com/profiles/76561198078499611/,MY,False,7088.0,9055,2,76561198078499611
2500,121917409,Wenn,,https://steamcommunity.com/id/wennn/,VG,False,6774.0,7709,236,76561198082183137
2501,121919391,Ola,,https://steamcommunity.com/profiles/76561198082185119/,CN,False,5540.0,,742,76561198082185119
2502,121926807,.,,https://steamcommunity.com/profiles/76561198082192535/,,False,4606.0,,2362,76561198082192535
2503,121952627,Shifu,,https://steamcommunity.com/profiles/76561198082218355/,BR,False,5116.0,5381,824,76561198082218355
2504,122009948,BlackDrago,,https://steamcommunity.com/id/blackdragooo/,JP,False,4785.0,3766,892,76561198082275676
2505,122049498,charlie,,https://steamcommunity.com/profiles/76561198082315226/,SE,False,6918.0,7616,112,76561198082315226
2506,125995177,Gard1ck,,https://steamcommunity.com/profiles/76561198086260905/,CN,False,5588.0,,146,76561198086260905
2507,126058834,YahweH,,https://steamcommunity.com/id/pastfuturefreedom/,CN,False,4807.0,,553,76561198086324562
2508,126172556,MemZi,,https://steamcommunity.com/id/superman2738/,FI,False,5390.0,5658,1096,76561198086438284
2509,126174633,SexyFat,,https://steamcommunity.com/id/SexyFat/,,False,5818.0,6066,84,76561198086440361
2510,126212866,SabeRLighT,,https://steamcommunity.com/id/saberlight/,CZ,False,6786.0,6436,20,76561198086478594
2511,126238768,Gunnar,,https://steamcommunity.com/profiles/76561198086504496/,,False,6906.0,7005,5,76561198086504496
2512,131525276,ToksaGodz~,,https://steamcommunity.com/id/imsorrybroworstpos4playerever/,,False,4500.0,4439,4255,76561198091791004
2513,131568522,Bonions,,https://steamcommunity.com/id/bonions/,US,False,3666.0,,,76561198091834250
2514,131620298,Meteora,,https://steamcommunity.com/id/39920918/,RU,False,5003.0,4668,1181,76561198091886026
2515,136479217,Storik-,,https://steamcommunity.com/profiles/76561198096744945/,,False,3596.0,,,76561198096744945
2516,136526273,Fame,,https://steamcommunity.com/id/fame1/,CN,False,5838.0,6377,154,76561198096792001
2517,136562659,Eros,,https://steamcommunity.com/profiles/76561198096828387/,CN,False,5978.0,7734,202,76561198096828387
2518,136575603,Waixi,,https://steamcommunity.com/profiles/76561198096841331/,BZ,False,6945.0,7903,66,76561198096841331
2519,136624722,Sold out,,https://steamcommunity.com/profiles/76561198096890450/,CN,False,6727.0,6366,325,76561198096890450
2520,140456199,Philipachek,,https://steamcommunity.com/id/Philipachek/,,False,3688.0,3470,,76561198100721927
2521,140680642,last,,https://steamcommunity.com/profiles/76561198100946370/,CN,False,6346.0,6641,431,76561198100946370
2522,140953773,Blade ( Tv/Taladorr ),,https://steamcommunity.com/id/3563267436/,RU,False,3193.0,,,76561198101219501
2523,141010367,Rise,,https://steamcommunity.com/id/490666066/,CN,False,6727.0,7325,53,76561198101276095
2524,141065684,Judy,,https://steamcommunity.com/profiles/76561198101331412/,,False,6533.0,6870,52,76561198101331412
2525,149194928,nDbear,,https://steamcommunity.com/profiles/76561198109460656/,RU,False,4004.0,3806,4425,76561198109460656
2526,149222345,HATFELT,,https://steamcommunity.com/profiles/76561198109488073/,KP,False,3982.0,3605,4565,76561198109488073
2527,149295846,joper,,https://steamcommunity.com/id/joperzxc/,RU,False,3171.0,,,76561198109561574
